,tconst,averagerating,numvotes,primary_title,start_year,runtime_minutes,genres
35686,tt6574272,52,4723,Phoenix Forgotten,2017,87.0,"Horror,Mystery,Sci-Fi"
47540,tt4052050,52,4545,He's Out There,2018,89.0,"Horror,Thriller"
33805,tt6119504,52,4430,#REALITYHIGH,2017,99.0,"Comedy,Drama,Romance"
18996,tt2948160,52,4238,Corbin Nash,2018,94.0,"Action,Horror,Thriller"
50923,tt5829040,52,3926,Fun Mom Dinner,2017,81.0,Comedy
29829,tt3727202,52,3807,Life on the Line,2015,97.0,"Action,Drama"
35174,tt2322517,52,3726,Mojave,2015,93.0,"Drama,Thriller"
46377,tt3113696,52,3608,Don't Kill It,2016,83.0,"Action,Comedy,Fantasy"
55931,tt1735907,52,3582,The Adderall Diaries,2015,87.0,"Crime,Drama,Thriller"
37001,tt2911674,52,3520,Tiger House,2015,80.0,"Action,Crime,Drama"
16537,tt3905764,52,3439,The Neighbor,2018,105.0,"Romance,Thriller"
18211,tt5764024,52,3240,OK Jaanu,2017,135.0,"Drama,Romance"
65690,tt2962984,52,2938,Girlfriend's Day,2017,65.0,"Comedy,Drama"
40263,tt7200946,52,2834,"Oh, Ramona!",2019,109.0,"Comedy,Romance"
50878,tt5648036,52,2796,S.M.A.R.T. Chase,2017,95.0,"Action,Adventure,Crime"
71965,tt4483220,52,2765,The Funhouse Massacre,2015,90.0,"Comedy,Horror"
56415,tt5013688,52,2705,Shelley,2016,92.0,"Drama,Horror"
58905,tt6829180,52,2671,Welcome Home,2018,97.0,Thriller
31099,tt3743042,52,2648,Lake Bodom,2016,85.0,"Horror,Mystery,Thriller"
68275,tt4513074,52,2620,The Emeryville Experiments,2016,83.0,"Drama,Horror,Mystery"
72249,tt5598292,52,2408,Polaroid,2019,88.0,"Drama,Horror,Thriller"
56195,tt4161962,52,2298,Ahora o nunca,2015,91.0,"Comedy,Romance"
31350,tt4642044,52,2194,Riot,2015,87.0,Action
41141,tt2181298,52,2070,Don't Speak,2015,82.0,"Horror,Mystery,Thriller"
44016,tt6793280,52,2035,The Devil's Doorway,2018,76.0,Horror
13126,tt3477752,52,1996,Sweet Home,2015,80.0,Horror
26512,tt3672640,52,1976,Reunion,2015,88.0,Comedy
8198,tt4937114,52,1948,Rogue Warrior: Robot Fighter,2017,101.0,"Action,Sci-Fi"
33216,tt3885524,52,1939,The Phenom,2016,90.0,"Drama,Sport"
27111,tt5770430,52,1746,Ozzy,2016,90.0,"Adventure,Animation,Comedy"
23827,tt5280684,52,1622,The Ice Cream Truck,2017,96.0,"Comedy,Horror,Mystery"
57427,tt4401006,52,1605,Eat Locals,2017,94.0,"Action,Comedy,Horror"
43184,tt3667792,52,1594,Natural Selection,2016,101.0,"Drama,Thriller"
5296,tt3058674,52,1514,VANish,2015,79.0,"Action,Crime,Horror"
11061,tt2411144,52,1469,The Queen of Spain,2016,128.0,"Comedy,Drama"
9623,tt5716848,52,1419,Where's the Money,2017,86.0,Comedy
17964,tt4807272,52,1403,Ruin Me,2017,87.0,"Horror,Thriller"
52903,tt3975510,52,1396,One and Two,2015,90.0,"Drama,Fantasy,Thriller"
9870,tt4044464,52,1377,Adulterers,2015,91.0,"Crime,Drama,Thriller"
72253,tt5607782,52,1359,The Covenant,2017,90.0,Horror
40032,tt3215826,52,1337,Kids in Love,2016,87.0,"Drama,Romance"
11623,tt3891538,52,1322,Undercover Grandpa,2017,94.0,"Action,Comedy,Family"
5458,tt3449006,52,1294,Found Footage 3D,2016,100.0,Horror
47835,tt5078188,52,1289,The Tag-Along,2015,93.0,"Horror,Thriller"
50276,tt3611002,52,1226,Dementia,2015,90.0,"Drama,Horror,Thriller"
23444,tt4010862,52,1197,Massacre on Aisle 12,2016,83.0,"Comedy,Horror"
16768,tt4819498,52,1175,Chronicles of the Ghostly Tribe,2015,118.0,"Action,Adventure,Drama"
29163,tt2241750,52,1175,Drown,2015,93.0,"Drama,Romance,Sport"
14702,tt4224478,52,1143,The Subjects,2015,80.0,Thriller
8445,tt5831402,52,1140,The Feels,2017,90.0,"Comedy,Romance"
35693,tt6598072,52,1103,The Ranger,2018,77.0,Horror
64568,tt6211580,52,1086,"The Good, the Bad & the Corny",2017,105.0,Comedy
53063,tt4518260,52,1081,Albion: The Enchanted Stallion,2016,106.0,"Action,Adventure,Comedy"
60399,tt6422938,52,1024,Destruction Los Angeles,2017,93.0,"Action,Adventure"
23422,tt3922350,52,1019,Headless,2015,85.0,Horror
33975,tt3838034,52,1019,Alone,2017,98.0,"Fantasy,Horror,Sci-Fi"
18353,tt6290418,52,1013,"To Each, Her Own",2018,95.0,Comedy
54083,tt3991066,52,1006,A Dogwalker's Christmas Tale,2015,86.0,"Comedy,Drama,Family"
28646,tt5639898,52,970,Social Animals,2018,90.0,Comedy
26956,tt5128266,52,945,10 Endrathukulla,2015,144.0,Action
12198,tt6082222,52,938,Yok Artik 2,2016,82.0,Comedy
72069,tt4866712,52,931,Party Town,2016,75.0,Comedy
55571,tt3339680,52,861,Don't Go,2018,91.0,Mystery
51034,tt6197484,52,827,Holy Goalie,2017,95.0,Comedy
21074,tt7609114,52,826,Yamla Pagla Deewana Phir Se...,2018,145.0,"Action,Comedy"
43789,tt5699060,52,804,The Changeover,2017,95.0,Thriller
6981,tt6170804,52,776,The Assassin's Code,2018,95.0,"Action,Thriller"
3320,tt1659611,52,758,The Roommates Party,2015,102.0,"Comedy,Drama"
54273,tt4584862,52,757,Bhaskar the Rascal,2015,160.0,"Comedy,Drama,Family"
26443,tt3486080,52,754,Lancaster Skies,2019,98.0,"Action,Drama,War"
44009,tt6729000,52,723,Tyrel,2018,86.0,"Comedy,Drama"
47070,tt5304688,52,720,Bad Sister,2015,87.0,"Crime,Drama,Thriller"
54417,tt5125894,52,708,Poms,2019,91.0,"Comedy,Drama"
3741,tt7900528,52,666,Let's Not Meet,2018,114.0,Horror
8211,tt4958666,52,662,Kick 2,2015,170.0,"Action,Comedy,Romance"
8164,tt4829436,52,661,"Treintona, Soltera y Fantástica",2016,98.0,Comedy
9452,tt5034122,52,640,Cruise,2018,90.0,"Drama,Romance"
23356,tt3719434,52,630,Encounter,2016,85.0,Horror
54245,tt4473370,52,622,The Virgin Psychics,2015,114.0,"Comedy,Drama,Mystery"
53351,tt5702446,52,609,God Bless the Broken Road,2018,111.0,"Drama,Family,Romance"
55710,tt1309379,52,603,Sam,2015,100.0,"Comedy,Fantasy,Romance"
68738,tt6138400,52,591,Gautas iskvietimas 3,2016,89.0,Comedy
24650,tt5363736,52,589,Capture Kill Release,2016,96.0,"Drama,Horror,Thriller"
61828,tt7294400,52,581,Mirreyes contra Godinez,2019,109.0,Comedy
1870,tt6830412,52,577,The Inhabitant,2017,93.0,Horror
68595,tt5596104,52,573,The Ashram,2018,85.0,"Drama,Fantasy,Mystery"
5774,tt7938444,52,560,Sandakozhi 2,2018,155.0,"Action,Drama"
18084,tt5259598,52,557,The Immortal Wars,2018,92.0,Action
29771,tt3592750,52,551,Us and Them,2017,83.0,"Crime,Drama,Thriller"
5170,tt2658538,52,548,Austin Found,2017,104.0,"Comedy,Drama"
26781,tt4536494,52,546,The Blue Hour,2015,97.0,Drama
27531,tt7694738,52,543,Best F(r)iends: Volume 2,2018,93.0,"Comedy,Drama,Thriller"
8475,tt5985052,52,535,High Society,2017,100.0,Comedy
71147,tt7533956,52,534,The Full House,2018,105.0,Comedy
73408,tt3522530,52,523,Daddy,2015,89.0,"Comedy,Drama,Mystery"
52191,tt7321246,52,512,Double Dutchess: Seeing Double,2017,63.0,"Animation,Drama,Fantasy"
16808,tt4942270,52,511,Three Heists and a Hamster,2017,90.0,"Comedy,Crime"
19590,tt9062342,52,507,"El Potro, lo mejor del amor",2018,122.0,"Biography,Drama,Music"
71106,tt7286562,52,499,Jaya Janaki Nayaka,2017,149.0,"Action,Romance"
68386,tt4908040,52,488,Tiramisù,2016,94.0,Comedy
11646,tt3980310,52,486,Occupants,2015,81.0,"Horror,Sci-Fi,Thriller"
30713,tt2662218,52,484,A Dark Reflection,2015,102.0,Thriller
18109,tt5328262,52,476,Darvinte Parinamam,2016,148.0,"Action,Comedy,Drama"
33403,tt4491640,52,476,Till Luck Do Us Part 3,2015,106.0,Comedy
14003,tt2368606,52,463,The Lost Tree,2016,88.0,"Drama,Horror,Thriller"
44055,tt7021508,52,463,Honey: Rise Up and Dance,2018,100.0,"Drama,Music"
64205,tt4895910,52,461,Killbillies,2015,83.0,"Action,Horror,Thriller"
18395,tt6489100,52,440,95,2017,106.0,"Comedy,Drama,Sport"
35158,tt2308682,52,438,The A-List,2015,104.0,"Comedy,Drama"
63260,tt7856166,52,437,Sailaja Reddy Alludu,2018,147.0,"Action,Comedy,Drama"
14977,tt5200368,52,432,Romans,2017,91.0,Drama
69520,tt4677348,52,431,The Innocents,2015,98.0,Horror
22627,tt5204636,52,424,Another Forever,2016,72.0,Drama
63134,tt6994754,52,419,Salur Kazan: Zoraki Kahraman,2017,97.0,"Comedy,History"
9530,tt5303442,52,416,In Like Flynn,2018,106.0,"Action,Adventure"
23661,tt4696010,52,414,Stair Dad,2015,105.0,"Comedy,Drama,Family"
8064,tt4423778,52,412,The Forest of the Lost Souls,2017,71.0,"Drama,Horror,Mystery"
64569,tt6212136,52,399,Paper Year,2018,89.0,"Drama,Romance"
41293,tt2377752,52,394,The Truth About Lies,2018,94.0,"Comedy,Romance"
61211,tt2385189,52,388,Relentless Justice,2015,96.0,"Action,Crime,Drama"
60008,tt4917700,52,386,The Noonday Witch,2016,90.0,"Drama,Horror"
18139,tt5490310,52,370,Tuintje in mijn hart,2017,101.0,"Comedy,Romance"
61711,tt3702758,52,370,Satisfaction 1720,2016,98.0,"Comedy,Drama"
29516,tt2977546,52,369,Los jefes,2015,83.0,Adventure
57887,tt6217706,52,369,Untaken Paths,2017,106.0,"Drama,Romance"
23959,tt5851450,52,353,Gahim Fel Hend,2016,107.0,"Action,Comedy"
12144,tt5860564,52,335,Dhilluku Dhuddu,2016,160.0,"Comedy,Horror"
46229,tt2741564,52,333,Angelica,2015,95.0,"Drama,Horror,Thriller"
72345,tt5913968,52,325,Porcupine Lake,2017,85.0,"Drama,Romance"
8279,tt5181736,52,321,Babalarin Babasi,2016,98.0,Comedy
41905,tt7309654,52,321,First Kiss,2017,113.0,"Comedy,Romance"
12128,tt5811808,52,320,The Revival,2017,85.0,"Drama,Romance"
68695,tt5972780,52,319,Bonne pomme,2017,101.0,Comedy
9188,tt4032450,52,318,Le talent de mes amis,2015,98.0,Comedy
43260,tt3868978,52,318,Dusk,2015,91.0,"Drama,Thriller"
34268,tt4729726,52,312,Tutte lo vogliono,2015,85.0,Comedy
72043,tt4765862,52,310,Kept Boy,2017,89.0,"Comedy,Drama,Romance"
63342,tt8591986,52,307,Uma Quase Dupla em Ação Contra a Chatice,2018,90.0,Comedy
58699,tt3250032,52,304,"Sex, Death and Bowling",2015,92.0,"Comedy,Drama,Family"
8292,tt5215260,52,303,Ko 2,2016,124.0,"Action,Drama,Mystery"
6761,tt5266678,52,295,Surprise,2015,96.0,"Adventure,Comedy,Fantasy"
64722,tt7014318,52,294,Poveri ma ricchissimi,2017,94.0,Comedy
67051,tt3060390,52,293,Lawless Range,2016,85.0,"Drama,Thriller"
9224,tt4141024,52,291,"Help, I Shrunk My Teacher",2015,90.0,"Action,Adventure,Comedy"
69602,tt5000698,52,291,Marriage of Lies,2016,102.0,Thriller
7297,tt8084510,52,290,4N1K 2,2018,100.0,"Comedy,Romance"
1925,tt7080434,52,288,Carnivores,2018,98.0,"Drama,Thriller"
27185,tt6023790,52,288,"O, ne! O, taip!",2016,102.0,Comedy
37451,tt7585540,52,288,Kuttanadan Marpappa,2018,140.0,"Comedy,Drama"
26626,tt4000936,52,279,Looking for Grace,2015,100.0,Drama
60298,tt5974044,52,276,After Louie,2017,100.0,"Drama,Romance"
10009,tt4604496,52,274,Men Go to Battle,2015,98.0,"Comedy,Drama,History"
68291,tt4556848,52,274,Barkhaa,2015,127.0,"Drama,Romance"
10401,tt6136188,52,269,9 Fingers,2017,99.0,"Adventure,Drama"
34352,tt5028892,52,266,Baby Bump,2015,89.0,Drama
43463,tt4554036,52,266,Männertag,2016,91.0,Comedy
33840,tt6239586,52,265,Alamaara,2017,131.0,"Comedy,Family"
69661,tt5190950,52,265,The Vanished Murderer,2015,120.0,"Crime,Thriller"
54286,tt4642936,52,262,Warrior Savitri,2016,136.0,"Action,Thriller"
69610,tt5024894,52,257,Race to Win,2016,82.0,"Drama,Family"
68506,tt5257730,52,255,The Last Women Standing,2015,96.0,Romance
69510,tt4621398,52,254,Broken,2016,98.0,"Drama,Thriller"
69421,tt4307968,52,250,Fashion Chicks,2015,90.0,"Comedy,Romance"
14885,tt4831810,52,247,The Persian Connection,2016,103.0,"Action,Crime,Mystery"
31208,tt4125372,52,246,Dusty and Me,2016,94.0,"Comedy,Family"
62013,tt8618118,52,246,Plagi Breslau,2018,93.0,"Action,Crime,Thriller"
16676,tt4373886,52,244,Sharafat Gayi Tel Lene,2015,108.0,"Comedy,Drama,Mystery"
16069,tt9274824,52,242,A Snow White Christmas,2018,90.0,"Comedy,Drama,Family"
3785,tt8175968,52,238,High Jack,2018,102.0,Comedy
57825,tt5940882,52,238,Spare,2016,85.0,"Comedy,Drama,Family"
53505,tt6291460,52,237,Hacked,2016,52.0,Documentary
6995,tt6236142,52,234,A ti te quería encontrar,2018,98.0,"Comedy,Romance"
59724,tt4006906,52,232,Bem Casados,2015,91.0,"Comedy,Romance"
28812,tt6258766,52,231,The Real Estate,2018,88.0,Drama
17909,tt4536222,52,229,La solita commedia: Inferno,2015,95.0,Comedy
64525,tt6082818,52,225,I babysitter,2016,81.0,Comedy
53538,tt6451260,52,221,Paris Pigalle,2018,118.0,Comedy
65827,tt3322898,52,220,Baby Steps,2015,103.0,"Comedy,Drama,Family"
28708,tt5885886,52,217,Interchange,2016,102.0,"Fantasy,Thriller"
65568,tt2601260,52,212,Shadows on the Wall,2015,90.0,"Horror,Sci-Fi,Thriller"
33842,tt6243274,52,211,County Line,2017,88.0,"Action,Drama,Western"
41923,tt7411406,52,210,Kurt Josef Wagle og mordmysteriet på Hurtigruta,2017,80.0,"Comedy,Horror"
28894,tt6640526,52,208,Copwatch,2017,95.0,Documentary
17741,tt3967508,52,202,I Want to Dance,2015,99.0,"Comedy,Drama"
44762,tt2392451,52,202,Vulcania,2015,90.0,Thriller
57879,tt6185692,52,202,Brampton's Own,2018,89.0,Drama
28355,tt4436004,52,201,Small Is Beautiful: A Tiny House Documentary,2015,68.0,Documentary
72152,tt5227020,52,200,Go Lala Go 2,2015,101.0,"Comedy,Romance"
57255,tt3809506,52,198,For King and Homeland,2015,83.0,Drama
14620,tt3961040,52,194,Darkness,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
14940,tt5077538,52,190,Père fils thérapie!,2016,92.0,"Comedy,Crime"
46926,tt4851570,52,190,Gloves Off,2017,98.0,"Comedy,Drama"
57604,tt5086198,52,186,Heroes Don't Come Home,2016,107.0,"Action,Drama,War"
13481,tt8413714,52,185,L'école est finie,2018,87.0,Comedy
59015,tt7458872,52,185,Killers Within,2018,100.0,"Crime,Horror,Thriller"
9733,tt6094992,52,183,Mona_Darling,2017,109.0,"Horror,Thriller"
68764,tt6215352,52,181,Born in 1987,2016,80.0,"Drama,Romance,Thriller"
23617,tt4539336,52,179,You Too Brutus,2015,101.0,"Comedy,Drama"
34593,tt5909334,52,177,Beyond the Night,2018,98.0,"Drama,Mystery,Thriller"
6691,tt5027724,52,174,A Guidebook to Killing Your Ex,2016,71.0,"Comedy,Drama,Horror"
6713,tt5091108,52,174,O lyubvi,2017,97.0,"Drama,Romance,Thriller"
9672,tt5910170,52,173,Inconceivable,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Drama,Thriller"
53397,tt5908806,52,164,Swarna Kaduva,2016,148.0,Comedy
13324,tt7336842,52,161,The Blessed,2017,102.0,Drama
34389,tt5179130,52,158,Ostfriesisch für Anfänger,2016,91.0,"Comedy,Drama"
2841,tt3059702,52,155,Wilson City,2015,115.0,"Adventure,Comedy,Crime"
28289,tt4205320,52,155,The Assistant,2015,87.0,"Drama,Thriller"
28734,tt5979406,52,152,Chasing Ponies,2016,85.0,"Comedy,Drama"
54364,tt4924082,52,152,Uma Loucura de Mulher,2016,92.0,"Comedy,Family,Romance"
504,tt7469978,52,151,Ah Boys to Men 4,2017,135.0,"Action,Comedy"
69544,tt4764490,52,151,Landing Up,2018,96.0,Drama
69701,tt5313922,52,151,Not on My Watch,2017,85.0,Drama
73586,tt7201558,52,150,Narzeczony na niby,2018,110.0,"Comedy,Romance"
40472,tt8852536,52,148,Firebrand,2019,116.0,Drama
32172,tt1727254,52,147,Duke,2018,107.0,Drama
47088,tt5348966,52,146,A Promise of Time Travel,2016,88.0,"Drama,Mystery,Sci-Fi"
63132,tt6981634,52,145,Wanderland,2018,90.0,"Adventure,Comedy,Musical"
34313,tt4892714,52,144,Fall in Love Like a Star,2015,98.0,Romance
10387,tt6089458,52,140,M/M,2018,81.0,"Drama,Mystery,Thriller"
58900,tt6797218,52,138,Gek van Oranje,2018,100.0,"Comedy,Romance"
23131,tt7715244,52,137,Cosa fai a Capodanno?,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
26917,tt4990706,52,137,Ladronas de Almas,2015,88.0,Horror
50762,tt5245048,52,136,Die Welt der Wunderlichs,2016,103.0,"Comedy,Drama,Music"
36918,tt2667714,52,134,Vlogumentary,2016,80.0,"Biography,Documentary"
48979,tt4823122,52,134,The Missing,2017,95.0,"Action,Crime,Thriller"
32942,tt3168926,52,133,Patria,2015,110.0,Drama
25426,tt7284202,52,132,Trespassers,2018,88.0,Thriller
17890,tt4490348,52,129,Grindsploitation,2016,140.0,"Action,Crime,Horror"
64864,tt7853636,52,129,Bajo el mismo techo,2019,97.0,Comedy
57527,tt4841648,52,128,The Chosen: Forbidden Cave,2015,105.0,"Horror,Thriller"
48813,tt4241904,52,127,The Way We Weren't,2019,93.0,Comedy
64977,tt8960204,52,125,Asih,2018,77.0,Horror
73688,tt7917484,52,124,Write When You Get Work,2018,99.0,"Comedy,Drama,Romance"
64829,tt7646384,52,120,Beyond The Spectrum,2017,62.0,"Documentary,History,Mystery"
6658,tt4933506,52,114,Killjoy's Psycho Circus,2016,86.0,"Comedy,Fantasy,Horror"
72511,tt6582784,52,114,Pwera usog,2017,93.0,Horror
64049,tt4361376,52,113,Show Yourself,2016,79.0,"Drama,Horror"
72076,tt4884914,52,111,"10,000 Miles",2016,103.0,Drama
57248,tt3784230,52,110,Evan's Crime,2015,95.0,Drama
41855,tt7046002,52,109,We Blew It,2017,137.0,Documentary
24397,tt4433970,52,107,Matters of the Heart,2015,80.0,"Comedy,Drama,Romance"
56363,tt4819544,52,107,Only You,2015,114.0,"Comedy,Romance"
23399,tt3854262,52,106,People Hold On,2015,98.0,"Comedy,Drama,Romance"
45382,tt7283066,52,105,Fate/Kaleid Liner Prisma Illya: The Movie - Oath Under Snow,2017,90.0,"Action,Adventure,Animation"
10194,tt5338852,52,104,More Strange Than True,2016,98.0,"Comedy,Fantasy"
47340,tt6214294,52,104,Paella Today!,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
59153,tt8541440,52,104,Buyer Beware,2018,96.0,Horror
54385,tt5005496,52,103,Esa sensación,2016,79.0,"Comedy,Drama"
67451,tt7641872,52,100,My Husband's Double Life,2018,86.0,"Crime,Drama"
2087,tt8212156,52,97,Paradise Prey,2019,120.0,Thriller
19335,tt6982562,52,97,Nobody Famous,2018,90.0,"Comedy,Drama"
3961,tt1338635,52,96,Locked Away,2017,98.0,Horror
31509,tt5242920,52,95,You Can Tutu,2017,87.0,Family
16790,tt4881302,52,94,The Strange House,2015,87.0,Horror
21110,tt7838158,52,94,Naa Nuvve,2018,125.0,Romance
31757,tt6174226,52,94,Paint It Red,2018,81.0,"Comedy,Crime,Thriller"
31781,tt6271404,52,94,Ang babae sa septic tank 2: #ForeverIsNotEnough,2016,90.0,Comedy
56416,tt5013782,52,94,Change in the Air,2018,94.0,Drama
67297,tt6786690,52,93,Haripada Bandwala,2016,240.0,"Comedy,Romance"
35162,tt2313112,52,92,"Beijing, New York",2015,103.0,"Drama,Romance"
17720,tt3887158,52,89,The Legend of King Solomon,2017,80.0,"Animation,History"
71293,tt8769828,52,89,Scappo a casa,2019,92.0,Comedy
26158,tt2650646,52,88,The Brighton Mob,2015,105.0,"Crime,Drama,Thriller"
43179,tt3644202,52,88,Ricky Rapper and the Miser from Seville,2015,73.0,Family
9634,tt5783112,52,87,The Hunt,2016,93.0,Thriller
25651,tt9069138,52,84,Psycho Stripper,2019,80.0,Thriller
10253,tt5576336,52,83,New York New York,2016,106.0,Drama
28680,tt5768208,52,83,Auf der anderen Seite ist das Gras viel grüner,2017,106.0,"Drama,Romance"
31601,tt5609466,52,83,The Perfect Nonsense,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
45261,tt6516734,52,83,Pettersson und Findus - Findus zieht um,2018,81.0,"Adventure,Animation,Comedy"
53056,tt4494956,52,83,After Eden,2015,80.0,Drama
21044,tt7428166,52,82,Keloglan,2018,85.0,"Comedy,Fantasy"
19555,tt8709452,52,81,Instakiller,2018,90.0,Thriller
53166,tt4902266,52,80,Reborn,2018,99.0,"Action,Comedy,Crime"
6703,tt5061004,52,79,Z-Office,2017,47.0,"Action,Comedy,Horror"
22632,tt5240378,52,79,Anti,2016,90.0,Drama
26875,tt4845078,52,79,The Mysterious Family,2017,92.0,Drama
11808,tt4575782,52,78,Prayer Never Fails,2016,99.0,Drama
46850,tt4561398,52,77,One Night Stud,2015,105.0,Comedy
43972,tt6449358,52,73,Horror Stories III,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Horror,Sci-Fi"
68537,tt5352912,52,73,Mazar Sharif,2015,83.0,Drama
10072,tt4843358,52,72,Remember Me,2016,85.0,Comedy
17796,tt4152374,52,71,Cleaver: Rise of the Killer Clown,2015,71.0,Horror
7396,tt9060390,52,69,First Love,2018,122.0,"Drama,Romance"
47921,tt5396872,52,68,Heart for Heaven,2015,102.0,Comedy
45328,tt6942194,52,65,The Night Sitter,2018,88.0,"Comedy,Horror"
10077,tt4861720,52,62,Siv sover vilse,2016,79.0,"Family,Fantasy,Mystery"
28327,tt4322714,52,62,Search Engine,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
9349,tt4657280,52,61,Detective Mitarai's Casebook: The Clockwork Current,2016,107.0,Mystery
22634,tt5247702,52,61,Rockstar,2015,122.0,"Drama,Musical"
42131,tt9293926,52,61,In the Time of Hangover,2018,93.0,"Comedy,Drama,Family"
43811,tt5785016,52,61,The Quartette,2017,89.0,"Comedy,Drama"
45295,tt6744422,52,61,Best Friend from Heaven,2017,88.0,Drama
54425,tt5141848,52,61,Rabidity,2016,86.0,"Action,Crime,Drama"
3842,tt8761814,52,60,Sheep and Wolves: Pig Deal,2019,85.0,"Adventure,Animation,Comedy"
50588,tt4589546,52,60,Nevidimki,2015,100.0,Comedy
57730,tt5559356,52,60,The Dreamer,2016,80.0,Drama
15088,tt5612326,52,58,Durak,2016,93.0,Thriller
48079,tt6032718,52,57,Idle Thoughts,2018,95.0,Comedy
12044,tt5489954,52,56,Family Lies,2016,72.0,"Drama,Family"
33790,tt6076004,52,56,Love Birds,2017,74.0,Drama
37466,tt7678408,52,56,The Flat Earth,2017,52.0,Documentary
48158,tt6285002,52,56,Furry Nights,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Horror
19127,tt3259312,52,55,Memleket,2016,105.0,Drama
22538,tt4874072,52,55,Essex Spacebin,2016,79.0,"Comedy,Sci-Fi"
49248,tt5785158,52,55,Dulla Bhatti Wala,2016,107.0,Drama
28643,tt5633600,52,53,Shippû rondo,2016,109.0,Drama
33383,tt4415076,52,52,King of Mahjong,2015,110.0,Comedy
48913,tt4567602,52,52,Jai Ho! Democracy,2015,85.0,"Comedy,War"
57417,tt4359786,52,52,Celebrity Ltd.,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
9548,tt5360150,52,51,After Party,2017,79.0,"Comedy,Drama,Romance"
489,tt7416102,52,50,Be Prepared,2017,90.0,Thriller
1884,tt6912990,52,50,A Doggone Adventure,2018,84.0,"Adventure,Family"
8416,tt5713498,52,49,The Gangster's Daughter,2017,105.0,"Crime,Drama"
47690,tt4571278,52,49,Respiri,2018,87.0,Thriller
59079,tt7790498,52,49,Taste of Life,2017,88.0,Drama
28030,tt1758810,51,47890,The Snowman,2017,119.0,"Crime,Drama,Mystery"
46314,tt2967224,51,44723,Hot Pursuit,2015,87.0,"Action,Comedy,Crime"
10399,tt6133466,51,41741,The First Purge,2018,98.0,"Action,Horror,Sci-Fi"
49925,tt2637294,51,34444,Hot Tub Time Machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi"
57681,tt5360952,51,15326,The Hurricane Heist,2018,103.0,"Action,Adventure,Crime"
26580,tt3835080,51,15055,31,2016,102.0,"Horror,Thriller"
38694,tt2974918,51,14507,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy"
27369,tt6821012,51,13541,The Week Of,2018,116.0,Comedy
49277,tt5893332,51,11927,Sandy Wexler,2017,130.0,"Biography,Comedy"
19193,tt3462710,51,11489,Unforgettable,2017,100.0,"Drama,Thriller"
29064,tt2091478,51,11191,Air,2015,95.0,"Drama,Sci-Fi,Thriller"
20136,tt2072230,51,11020,Attack on Titan: Part 1,2015,98.0,"Action,Adventure,Drama"
20618,tt2948790,51,10857,Return to Sender,2015,92.0,"Drama,Thriller"
24182,tt3622110,51,10780,Don't Knock Twice,2016,93.0,Horror
40401,tt8179388,51,9889,Rim of the World,2019,98.0,"Action,Adventure,Comedy"
8063,tt4419364,51,8694,Holidays,2016,105.0,"Fantasy,Horror,Mystery"
21659,tt2296777,51,8030,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy"
12225,tt6143568,51,7468,The Humanity Bureau,2017,95.0,"Action,Adventure,Sci-Fi"
24384,tt4399952,51,6490,The Lodgers,2017,92.0,"Drama,Horror,Romance"
31230,tt4181782,51,5937,The Crucifixion,2017,90.0,"Horror,Mystery,Thriller"
